Age,Academic Performance (GPA),Study Hours Per Week,Social_Media_Usage_per_week,Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Counseling Attendance,Diet Quality,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use,Gender_Female,Gender_Male,Gender_Other,Stress_Ratio,Stress Level Category
25,4,-16,21,5,0,1,2,1,4,1,3,5,1,1,2,0,0,0,1.9999800001999979,High
25,1,25,42,8,0,1,3,1,3,0,3,2,0,1,1,1,0,0,2.9999700002999967,High
23,4,1,56,6,9,1,5,5,5,1,1,1,0,1,2,1,0,0,4.999950000499995,Medium
25,0,52,14,11,9,3,1,4,2,0,3,4,1,0,2,1,0,0,0.3333322222259259,High
25,1,16,28,5,6,3,1,4,1,1,2,1,0,0,2,0,1,0,0.3333322222259259,High
22,4,32,35,10,6,1,3,5,3,0,1,1,0,0,2,0,1,0,2.9999700002999967,High
22,0,38,42,11,5,3,2,4,4,0,2,3,0,0,3,0,1,0,0.6666644444518518,Medium
19,1,16,28,5,4,5,3,1,1,0,3,3,0,0,5,0,0,1,0.5999988000024,Low
30,3,40,0,10,4,2,4,4,3,1,4,2,1,0,2,0,1,0,1.9999900000499997,High
28,0,28,56,6,2,1,2,3,2,1,2,1,1,1,2,0,0,0,1.9999800001999979,Medium
22,0,9,35,11,4,3,1,3,3,1,3,3,0,1,5,0,0,1,0.3333322222259259,High
20,3,28,42,4,10,4,4,2,4,1,3,1,0,1,2,0,0,0,0.9999975000062501,Low
30,4,8,42,4,7,5,5,1,4,1,4,4,0,0,3,0,1,0,0.9999980000040001,Low
29,4,5,0,9,3,1,4,4,2,1,3,2,0,0,4,0,0,0,3.9999600003999958,Medium
27,4,63,14,11,9,4,2,1,5,0,4,4,1,1,5,0,0,0,0.49999875000312505,High
26,1,53,35,7,7,3,2,2,4,0,1,3,1,0,3,1,0,0,0.6666644444518518,Low
28,0,24,49,10,3,5,3,1,2,1,5,5,1,1,5,1,0,0,0.5999988000024,Medium
21,4,12,7,6,9,5,4,4,2,1,1,4,0,1,5,0,0,1,0.7999984000032001,High
30,3,28,7,8,2,4,2,2,5,0,4,5,1,1,4,0,1,0,0.49999875000312505,Medium
19,2,25,14,8,0,4,4,2,1,1,3,5,0,0,4,0,0,0,0.9999975000062501,Low
19,3,-1,42,6,10,5,4,3,2,1,5,2,0,1,5,0,0,1,0.7999984000032001,Low
30,0,33,49,10,9,4,4,5,2,0,1,2,0,1,2,0,0,0,0.9999975000062501,High
22,0,29,28,8,10,2,3,4,2,1,4,3,0,1,2,0,0,1,1.4999925000374998,Low
29,2,9,7,7,7,2,4,1,2,1,4,4,1,0,1,0,1,0,1.9999900000499997,Low
26,0,26,14,5,6,3,2,3,4,0,1,5,1,1,4,0,0,1,0.6666644444518518,Low
24,4,18,49,11,3,3,1,4,1,1,2,2,1,1,3,0,1,0,0.3333322222259259,Medium
20,1,17,49,12,0,1,1,1,1,0,2,1,0,0,4,0,0,1,0.9999900000999989,High
18,3,48,7,5,9,2,4,4,3,0,3,1,0,1,5,0,0,1,1.9999900000499997,High
22,3,7,35,7,7,5,2,4,2,0,3,1,1,1,2,0,0,1,0.39999920000160005,Medium
20,0,10,7,10,9,3,4,4,3,1,3,1,1,1,4,1,0,0,1.3333288889037036,Low
19,0,42,21,11,1,2,5,1,5,1,1,2,1,1,1,1,0,0,2.4999875000625,High
19,2,-5,28,8,3,5,4,2,1,1,2,4,1,1,2,0,0,0,0.7999984000032001,Medium
30,4,27,21,9,3,2,2,4,3,0,4,3,0,0,1,0,0,1,0.9999950000249999,High
18,0,62,28,4,2,4,4,1,4,1,2,4,0,0,1,0,0,0,0.9999975000062501,Low
19,2,10,28,4,3,4,2,3,2,1,1,4,1,1,3,0,1,0,0.49999875000312505,Medium
27,3,41,56,4,7,4,3,5,4,0,2,2,1,1,2,0,0,0,0.7499981250046875,High
25,0,30,21,10,3,2,3,5,5,0,1,2,1,0,4,1,0,0,1.4999925000374998,High
29,0,28,42,7,1,4,3,5,1,1,5,3,1,1,5,0,0,0,0.7499981250046875,High
27,1,48,42,4,7,5,5,5,3,0,1,4,1,1,2,0,0,1,0.9999980000040001,Low
22,1,29,49,8,5,5,2,1,4,1,5,1,0,0,2,0,0,1,0.39999920000160005,Low
20,4,28,49,7,5,5,1,5,5,1,4,4,0,0,4,0,1,0,0.19999960000080003,Low
25,0,50,14,7,8,4,2,2,5,1,4,5,1,1,5,0,0,0,0.49999875000312505,Medium
30,1,27,49,11,2,4,2,3,3,0,1,1,1,1,5,1,0,0,0.49999875000312505,High
28,1,43,7,11,1,1,1,4,2,1,1,1,1,1,3,1,0,0,0.9999900000999989,Medium
23,2,39,35,11,10,5,3,3,1,1,4,4,1,1,5,0,0,0,0.5999988000024,Medium
29,2,30,0,10,5,5,2,5,4,1,2,1,0,1,5,0,0,0,0.39999920000160005,Medium
25,1,21,35,7,8,2,2,5,5,1,3,5,1,0,5,0,0,1,0.9999950000249999,Medium
29,2,29,35,8,8,4,5,5,1,1,5,5,0,0,4,1,0,0,1.2499968750078125,Medium
28,4,34,49,10,6,3,2,5,5,0,4,4,1,1,4,1,0,0,0.6666644444518518,Medium
28,4,46,14,4,10,3,2,3,2,1,4,1,1,0,3,0,0,1,0.6666644444518518,Medium
23,0,6,7,11,2,5,5,1,2,0,3,2,0,1,3,0,0,0,0.9999980000040001,High
26,1,62,14,8,5,2,3,2,1,1,4,2,0,0,1,0,0,1,1.4999925000374998,Medium
28,2,20,49,10,2,3,5,3,3,1,2,1,1,0,3,0,1,0,1.6666611111296294,Low
23,4,52,21,12,7,5,5,1,2,1,5,2,0,1,4,0,0,0,0.9999980000040001,Low
19,4,63,42,11,2,5,4,2,2,0,3,4,1,1,4,0,0,1,0.7999984000032001,High
24,0,57,49,6,8,5,1,4,3,1,2,5,0,0,5,0,0,0,0.19999960000080003,Medium
19,3,39,14,10,7,1,3,4,3,0,3,2,0,1,2,1,0,0,2.9999700002999967,High
23,1,33,28,5,4,4,3,1,3,0,5,2,0,0,3,0,1,0,0.7499981250046875,High
26,2,37,21,9,6,5,2,2,4,0,4,3,1,1,5,0,0,0,0.39999920000160005,Low
30,4,27,56,9,10,3,5,1,4,1,4,1,1,0,4,0,0,0,1.6666611111296294,High
25,1,35,42,8,1,4,5,5,4,1,1,4,1,1,1,1,0,0,1.2499968750078125,High
22,0,16,56,5,5,5,5,4,3,1,4,3,1,1,1,0,1,0,0.9999980000040001,Medium
27,3,37,35,10,6,4,3,4,1,1,5,2,0,1,1,0,1,0,0.7499981250046875,Medium
28,3,37,42,11,1,5,2,4,5,0,4,5,0,0,3,0,0,1,0.39999920000160005,Medium
30,0,25,35,9,8,1,2,1,2,0,2,2,0,1,5,1,0,0,1.9999800001999979,Low
23,0,2,0,11,3,1,3,3,1,0,3,5,1,1,3,0,0,0,2.9999700002999967,High
29,3,-3,42,11,6,1,4,5,1,0,5,2,0,0,1,0,0,0,3.9999600003999958,Low
26,0,51,28,12,4,2,4,2,1,1,4,2,0,0,1,1,0,0,1.9999900000499997,High
23,2,44,7,8,0,3,2,3,2,1,4,3,1,0,3,0,1,0,0.6666644444518518,Low
22,3,20,7,7,5,1,3,1,4,1,4,2,0,1,5,0,0,0,2.9999700002999967,Medium
27,1,17,56,9,4,2,1,5,1,1,1,4,0,0,4,1,0,0,0.49999750001249993,Medium
23,3,8,7,4,0,3,5,3,1,0,5,3,1,0,5,0,0,1,1.6666611111296294,Medium
26,4,32,42,4,2,5,1,2,1,0,5,5,1,1,3,0,0,0,0.19999960000080003,Low
29,4,15,49,4,0,4,2,2,2,0,5,3,0,0,4,0,0,0,0.49999875000312505,Low
19,3,25,0,7,7,5,1,3,3,1,3,1,0,0,3,1,0,0,0.19999960000080003,High
28,1,13,0,9,4,1,3,4,4,0,3,2,1,1,4,0,0,0,2.9999700002999967,High
27,0,36,28,4,8,4,2,3,4,1,3,5,1,0,5,0,0,0,0.49999875000312505,Low
27,0,33,28,9,8,2,3,3,4,1,5,2,0,0,3,1,0,0,1.4999925000374998,Medium
27,3,39,35,11,7,2,5,2,3,1,1,3,0,0,2,1,0,0,2.4999875000625,High
21,0,31,14,8,5,4,3,3,5,1,3,4,1,0,2,0,0,0,0.7499981250046875,Low
23,4,8,28,5,2,2,2,1,2,0,2,2,1,1,2,0,0,1,0.9999950000249999,Medium
20,2,8,7,11,3,3,5,1,1,1,1,3,0,0,4,0,0,0,1.6666611111296294,Medium
28,3,55,14,7,3,3,1,3,5,0,1,2,1,1,5,0,0,0,0.3333322222259259,High
26,3,51,49,10,8,3,5,1,1,1,4,3,1,0,1,0,0,1,1.6666611111296294,High
27,3,45,14,7,4,4,2,2,3,0,2,2,1,1,1,1,0,0,0.49999875000312505,Low
28,0,46,7,9,10,2,3,2,2,1,4,3,1,1,3,0,0,0,1.4999925000374998,Low
30,3,25,42,11,2,5,5,4,2,1,5,4,1,1,5,0,1,0,0.9999980000040001,Low
26,2,8,7,10,0,1,1,1,3,1,2,4,1,0,1,0,0,0,0.9999900000999989,Medium
20,4,52,28,11,3,1,3,1,3,0,3,1,1,1,4,0,0,1,2.9999700002999967,Medium
30,0,66,14,6,7,1,1,5,5,1,3,2,1,1,5,0,1,0,0.9999900000999989,Low
29,4,43,35,9,1,3,2,4,5,1,4,4,1,0,1,0,0,1,0.6666644444518518,Low
30,3,55,42,5,2,5,3,5,3,1,1,3,1,0,4,1,0,0,0.5999988000024,Low
21,4,31,49,8,3,1,4,3,1,0,1,1,0,1,5,1,0,0,3.9999600003999958,Medium
30,3,25,56,12,6,4,4,1,4,0,4,1,0,0,2,0,0,1,0.9999975000062501,Low
29,3,10,0,4,6,1,3,4,3,0,3,1,1,0,4,0,1,0,2.9999700002999967,Low
28,1,38,7,10,3,2,1,5,3,0,5,4,0,0,1,0,0,1,0.49999750001249993,Medium
20,1,-2,35,7,10,2,5,4,5,0,3,1,0,0,4,0,0,0,2.4999875000625,Low
24,4,51,21,5,4,4,1,3,4,1,1,3,1,1,5,0,0,0,0.24999937500156252,Low
22,0,22,49,7,0,3,4,2,1,1,2,1,0,0,5,0,1,0,1.3333288889037036,Medium
23,1,23,42,12,8,4,2,3,1,0,2,5,1,1,3,0,0,0,0.49999875000312505,Medium
30,0,49,49,11,1,1,2,1,3,0,3,5,1,0,3,0,1,0,1.9999800001999979,High
19,1,9,28,9,7,3,4,5,3,1,4,3,0,1,1,0,0,0,1.3333288889037036,Low
29,1,1,35,5,0,2,5,5,4,0,2,1,1,0,2,0,0,0,2.4999875000625,High
26,2,39,7,6,10,5,2,3,4,1,2,5,1,1,5,0,0,1,0.39999920000160005,Low
19,3,7,21,10,0,1,2,1,5,1,1,4,1,1,1,1,0,0,1.9999800001999979,Low
21,2,1,28,12,2,1,5,4,1,0,4,1,1,0,2,0,0,1,4.999950000499995,High
23,2,44,56,10,6,5,1,3,5,0,3,1,1,0,3,0,0,1,0.19999960000080003,High
22,0,56,35,6,3,1,1,2,5,1,3,4,1,0,2,0,0,0,0.9999900000999989,High
23,4,46,28,6,9,2,5,2,5,0,4,1,0,1,3,0,1,0,2.4999875000625,Low
30,3,22,14,6,4,4,2,4,1,0,3,2,0,1,5,1,0,0,0.49999875000312505,Medium
22,2,34,56,8,8,1,3,1,1,1,2,1,0,1,2,0,0,1,2.9999700002999967,High
25,4,66,7,10,7,3,3,1,5,0,1,5,0,0,1,0,1,0,0.9999966666777778,High
21,3,78,14,7,5,3,5,3,1,0,5,4,1,0,2,0,0,0,1.6666611111296294,Medium
25,2,57,28,8,10,3,1,3,1,1,5,1,0,0,5,0,0,0,0.3333322222259259,Medium
21,1,48,28,11,9,3,1,5,1,0,4,4,1,0,1,0,0,1,0.3333322222259259,High
28,3,6,56,7,4,3,5,4,4,0,4,5,0,1,2,0,1,0,1.6666611111296294,High
24,4,43,56,11,3,1,2,3,4,1,2,1,0,1,5,0,0,0,1.9999800001999979,Medium
29,2,36,28,7,3,5,1,5,5,1,1,1,0,0,5,1,0,0,0.19999960000080003,Low
30,1,6,56,4,2,4,5,2,2,1,2,1,0,0,5,1,0,0,1.2499968750078125,Low
18,4,16,14,12,7,5,2,3,3,0,1,3,0,1,3,0,0,1,0.39999920000160005,Low
21,1,34,49,10,10,5,3,1,1,1,4,4,1,0,2,0,0,0,0.5999988000024,High
23,2,24,42,6,5,2,2,5,2,0,2,1,0,0,5,0,1,0,0.9999950000249999,High
29,3,47,0,8,0,3,5,1,3,0,5,5,1,0,3,0,0,1,1.6666611111296294,Low
18,0,10,0,12,9,2,2,2,4,0,5,2,1,1,5,0,1,0,0.9999950000249999,High
30,1,31,42,11,6,5,3,5,5,0,1,2,1,0,3,1,0,0,0.5999988000024,Low
29,4,25,35,7,3,4,5,3,3,0,3,3,1,1,1,0,1,0,1.2499968750078125,High
24,2,43,14,9,3,4,5,1,1,0,2,4,0,0,3,1,0,0,1.2499968750078125,Medium
23,1,-2,7,5,9,2,2,4,4,0,4,2,0,0,5,0,1,0,0.9999950000249999,Medium
25,1,39,14,11,2,3,1,5,3,0,1,3,0,1,3,0,0,0,0.3333322222259259,Low
21,3,37,28,10,4,2,2,3,2,1,3,3,0,0,1,0,0,0,0.9999950000249999,Low
19,3,25,35,11,9,3,2,1,2,0,5,5,0,1,3,0,0,1,0.6666644444518518,Medium
26,3,29,56,11,5,5,4,3,2,1,2,2,0,1,5,0,1,0,0.7999984000032001,Low
30,0,42,0,12,0,1,5,2,1,1,1,3,0,1,1,0,0,1,4.999950000499995,Medium
29,0,5,14,4,4,2,3,4,5,0,3,5,0,0,1,0,1,0,1.4999925000374998,Medium
22,0,41,0,7,3,3,4,4,1,0,5,4,0,1,4,0,0,0,1.3333288889037036,High
28,3,12,21,9,0,2,1,5,5,1,1,1,1,1,2,0,0,0,0.49999750001249993,Low
27,4,18,14,4,10,4,4,3,3,1,5,1,0,0,3,0,0,1,0.9999975000062501,Low
24,3,6,21,11,9,5,4,5,2,0,1,3,1,0,5,0,0,1,0.7999984000032001,High
30,3,50,49,6,0,5,5,4,3,1,1,2,1,0,4,0,1,0,0.9999980000040001,Low
18,3,50,7,9,8,3,5,4,2,1,1,4,1,0,5,0,0,1,1.6666611111296294,Medium
28,2,51,28,11,6,5,3,1,2,0,1,4,1,1,3,1,0,0,0.5999988000024,High
25,4,-2,35,10,2,5,5,1,3,1,3,4,0,0,4,0,0,1,0.9999980000040001,Low
24,2,13,56,7,8,3,2,5,1,0,3,5,1,1,1,0,0,1,0.6666644444518518,High
29,1,-7,42,7,8,4,5,1,1,0,5,4,1,0,4,0,0,0,1.2499968750078125,Medium
29,0,26,49,5,6,2,4,5,2,0,5,2,0,0,2,0,0,1,1.9999900000499997,Medium
18,0,31,42,11,1,2,1,3,4,0,5,3,1,0,5,0,0,0,0.49999750001249993,High
23,4,43,7,7,4,4,1,1,1,1,3,2,1,1,3,1,0,0,0.24999937500156252,High
27,4,32,0,11,9,4,1,3,5,1,3,1,1,1,4,0,1,0,0.24999937500156252,Medium
26,3,37,21,5,9,5,1,5,3,0,5,1,0,1,2,0,0,1,0.19999960000080003,High
29,4,42,35,11,8,5,5,3,4,0,1,1,1,0,2,0,0,0,0.9999980000040001,Low
21,2,68,49,4,10,5,2,4,1,0,3,5,0,1,4,0,0,0,0.39999920000160005,Low
29,3,8,28,4,6,3,1,3,5,1,4,2,1,1,4,1,0,0,0.3333322222259259,High
28,4,23,14,12,7,4,4,1,1,0,4,1,0,1,2,0,1,0,0.9999975000062501,High
27,1,17,7,4,3,4,4,3,5,1,4,2,1,0,3,1,0,0,0.9999975000062501,Low
26,0,32,14,7,6,4,5,4,4,1,5,4,0,0,5,0,0,0,1.2499968750078125,Low
26,0,78,42,12,9,5,2,1,3,1,2,2,1,0,5,0,1,0,0.39999920000160005,High
25,2,40,28,9,3,4,5,3,4,0,1,3,0,1,3,0,0,0,1.2499968750078125,Medium
20,4,45,7,5,1,2,5,5,1,0,4,3,0,1,4,0,0,1,2.4999875000625,Medium
23,2,51,0,9,8,1,5,1,5,1,5,1,0,1,3,0,1,0,4.999950000499995,Medium
28,1,-8,0,9,7,2,2,5,4,1,4,1,1,0,5,0,0,1,0.9999950000249999,Medium
26,3,46,42,5,8,4,5,5,2,0,2,4,1,0,2,0,0,1,1.2499968750078125,High
25,0,29,14,10,2,2,2,4,2,1,3,4,0,1,1,0,0,1,0.9999950000249999,Low
21,1,22,14,11,7,3,1,2,1,1,3,4,1,1,1,0,0,1,0.3333322222259259,Low
21,2,56,21,6,9,2,3,1,4,0,5,2,1,0,2,0,1,0,1.4999925000374998,High
18,4,29,28,9,4,3,2,2,1,0,5,3,0,0,2,0,0,0,0.6666644444518518,Medium
19,3,78,14,9,1,4,5,3,3,1,3,1,1,1,5,0,0,1,1.2499968750078125,Low
24,0,47,56,8,0,5,3,1,1,1,1,4,0,1,3,0,1,0,0.5999988000024,Low
24,1,58,42,5,3,2,5,2,2,0,5,5,0,0,4,1,0,0,2.4999875000625,Low
20,3,39,35,5,0,2,2,1,3,0,5,1,1,1,1,0,0,1,0.9999950000249999,High
25,0,61,21,5,2,2,2,4,4,0,2,1,0,0,2,0,0,0,0.9999950000249999,Low
27,1,16,56,8,4,1,2,1,5,1,4,2,0,0,4,0,0,0,1.9999800001999979,Medium
18,4,42,0,10,4,1,1,3,2,1,4,3,0,1,2,0,0,1,0.9999900000999989,Low
27,2,28,14,9,4,3,5,2,3,0,3,1,1,1,1,0,0,1,1.6666611111296294,High
18,2,41,42,6,4,4,2,3,1,0,5,2,1,0,3,0,0,1,0.49999875000312505,High
20,1,43,21,4,1,1,3,3,5,1,2,2,0,0,5,0,0,0,2.9999700002999967,Low
19,2,28,21,7,1,1,5,4,1,1,5,1,1,0,1,0,0,1,4.999950000499995,Low
25,0,40,14,5,4,4,2,3,4,1,3,5,0,0,4,1,0,0,0.49999875000312505,High
22,1,25,42,10,8,4,4,5,1,0,1,1,0,0,3,0,0,1,0.9999975000062501,Low
25,1,20,35,9,1,4,5,5,4,0,4,3,0,0,2,1,0,0,1.2499968750078125,Low
23,2,11,14,6,1,4,2,1,3,1,1,5,1,0,5,0,0,0,0.49999875000312505,High
21,3,25,7,8,1,1,4,2,2,0,5,3,1,1,3,0,0,1,3.9999600003999958,Medium
28,0,45,0,6,1,1,1,1,5,0,2,4,1,0,4,0,0,0,0.9999900000999989,Low
19,0,22,7,8,3,4,3,5,4,1,5,4,0,0,4,0,0,1,0.7499981250046875,Medium
25,3,19,14,8,3,5,5,2,4,0,3,5,0,1,1,0,0,1,0.9999980000040001,High
29,2,2,28,4,6,1,3,1,5,0,3,4,1,0,3,0,0,1,2.9999700002999967,Medium
26,3,38,14,9,4,3,2,4,3,0,2,2,0,0,5,1,0,0,0.6666644444518518,High
30,1,5,14,11,9,5,5,1,1,0,1,1,0,1,3,0,0,0,0.9999980000040001,Low
20,0,36,56,5,6,4,2,1,2,0,5,4,1,1,1,0,0,1,0.49999875000312505,High
22,4,20,42,12,3,4,1,2,4,1,3,1,0,1,5,0,0,1,0.24999937500156252,High
24,0,9,21,10,5,2,5,3,1,1,2,2,0,1,2,0,0,1,2.4999875000625,Low
24,1,48,42,11,4,5,2,3,2,0,5,5,1,0,3,1,0,0,0.39999920000160005,High
25,2,39,14,8,0,5,5,4,1,1,5,2,0,0,1,0,0,0,0.9999980000040001,High
22,4,33,49,11,1,4,2,2,1,0,4,1,0,1,2,0,1,0,0.49999875000312505,Medium
29,2,36,28,11,0,3,3,1,1,0,5,5,0,1,2,1,0,0,0.9999966666777778,Low
20,2,10,7,6,8,3,1,3,2,0,4,5,0,0,2,0,0,1,0.3333322222259259,Low
22,0,24,0,7,2,5,2,4,5,1,5,2,1,1,3,1,0,0,0.39999920000160005,Low
21,3,49,21,9,3,3,2,5,4,0,1,3,1,1,1,0,0,0,0.6666644444518518,High
26,2,25,42,5,2,2,1,5,5,0,1,5,0,0,3,0,0,0,0.49999750001249993,Medium
27,2,67,56,9,9,5,4,5,3,1,2,1,1,0,4,0,0,1,0.7999984000032001,High
22,3,-13,0,5,5,1,3,5,2,1,1,1,0,1,2,0,0,0,2.9999700002999967,High
27,0,31,7,11,7,1,3,3,3,1,4,3,0,0,1,0,0,0,2.9999700002999967,High
18,1,48,49,4,3,5,5,4,3,1,4,5,1,1,1,0,0,1,0.9999980000040001,Medium
25,1,21,0,10,9,4,3,2,3,1,4,1,0,1,4,0,0,1,0.7499981250046875,High
23,1,25,42,6,1,4,2,1,4,1,1,4,0,0,3,0,0,0,0.49999875000312505,Low
18,3,4,56,4,0,3,2,4,1,0,5,1,0,0,4,0,0,1,0.6666644444518518,Low
19,4,56,35,11,5,4,5,4,1,1,2,1,1,0,5,1,0,0,1.2499968750078125,High
18,2,55,56,4,1,4,3,3,3,1,1,5,0,0,4,1,0,0,0.7499981250046875,Low
19,2,10,21,8,9,4,4,3,2,1,2,4,0,0,1,1,0,0,0.9999975000062501,Low
30,0,22,7,10,7,3,4,3,1,0,4,3,1,1,2,0,0,1,1.3333288889037036,Medium
19,3,9,49,8,4,1,2,2,1,1,3,5,0,1,2,1,0,0,1.9999800001999979,Low
28,3,18,49,4,3,1,2,1,3,1,4,2,0,0,4,0,0,0,1.9999800001999979,High
24,3,16,7,10,4,2,4,5,1,1,5,2,1,0,4,0,0,0,1.9999900000499997,Medium
24,2,-9,42,8,8,1,4,2,1,1,1,5,1,0,4,0,0,1,3.9999600003999958,High
28,3,20,14,10,6,2,1,1,4,1,1,4,1,1,4,0,0,0,0.49999750001249993,Medium
23,0,18,49,11,5,2,5,1,4,0,5,1,1,0,3,0,1,0,2.4999875000625,High
27,3,20,7,11,1,2,3,5,2,1,5,4,0,1,3,0,0,1,1.4999925000374998,Low
30,0,48,56,4,7,3,3,4,2,1,1,3,1,1,2,0,1,0,0.9999966666777778,Low
19,1,39,35,12,10,5,1,3,3,0,4,5,0,1,4,0,0,0,0.19999960000080003,High
28,2,35,42,6,5,3,4,2,4,0,4,3,1,0,4,0,0,1,1.3333288889037036,Low
22,3,22,7,10,8,3,1,3,5,1,2,1,1,0,3,0,0,0,0.3333322222259259,Low
29,2,34,7,7,10,4,3,5,4,1,3,1,1,0,1,0,0,1,0.7499981250046875,High
21,3,0,28,12,10,2,2,3,2,0,3,1,1,0,3,1,0,0,0.9999950000249999,Medium
24,4,9,28,6,3,2,4,1,4,1,2,3,1,0,2,0,0,1,1.9999900000499997,Medium
28,1,33,14,8,9,5,4,5,1,1,2,4,1,1,2,0,0,1,0.7999984000032001,High
25,4,33,42,7,0,5,5,1,2,0,1,1,0,0,5,0,0,1,0.9999980000040001,Medium
23,1,26,56,4,8,3,4,4,4,1,2,5,0,1,2,0,0,1,1.3333288889037036,Medium
19,2,26,56,4,5,1,4,5,3,0,4,2,1,1,3,0,0,0,3.9999600003999958,Low
18,4,42,28,6,5,4,4,2,4,1,1,4,0,1,1,0,0,0,0.9999975000062501,Low
23,3,39,14,10,7,1,3,2,1,1,4,5,1,0,5,1,0,0,2.9999700002999967,Medium
19,3,-18,28,12,8,3,2,2,1,1,4,4,1,0,3,0,0,1,0.6666644444518518,High
22,3,-7,0,10,8,4,2,4,1,0,1,1,0,0,4,0,0,1,0.49999875000312505,Low
18,1,26,42,11,4,2,2,5,4,1,2,3,1,1,1,0,1,0,0.9999950000249999,Medium
29,1,34,56,6,1,1,1,5,1,1,3,5,1,0,2,0,0,1,0.9999900000999989,Low
30,4,28,56,12,9,3,4,4,5,0,3,2,1,0,5,0,1,0,1.3333288889037036,Low
26,2,0,7,4,10,2,2,1,4,0,3,2,1,0,2,0,0,1,0.9999950000249999,Medium
25,4,15,28,12,4,5,2,2,3,0,2,5,1,0,2,0,0,0,0.39999920000160005,High
20,4,15,0,5,6,1,1,1,4,1,5,5,0,1,3,0,1,0,0.9999900000999989,High
28,4,44,0,9,7,1,5,5,1,1,3,5,0,0,5,0,0,1,4.999950000499995,Low
24,1,39,42,10,8,5,2,3,1,1,2,5,0,0,2,1,0,0,0.39999920000160005,High
29,2,37,56,4,1,3,5,3,2,1,4,4,1,0,3,0,0,0,1.6666611111296294,Medium
20,1,33,7,12,4,1,3,4,3,0,2,3,0,1,2,0,1,0,2.9999700002999967,High
25,4,48,0,5,3,5,5,5,3,0,5,2,0,1,1,0,0,0,0.9999980000040001,Medium
23,2,49,28,7,0,4,2,4,3,1,1,4,1,1,4,0,0,0,0.49999875000312505,High
22,4,42,7,7,3,2,4,5,3,1,3,2,0,1,4,0,0,0,1.9999900000499997,High
19,2,16,14,5,5,5,5,5,4,0,3,3,1,0,2,0,1,0,0.9999980000040001,Medium
21,2,26,7,10,9,1,3,4,2,0,5,4,0,1,4,0,0,0,2.9999700002999967,Low
25,3,38,35,9,2,5,2,1,5,0,1,1,0,1,4,0,1,0,0.39999920000160005,Medium
30,3,29,49,7,3,1,1,3,1,1,4,2,1,0,4,0,1,0,0.9999900000999989,Low
21,2,51,7,4,9,5,3,5,2,0,1,5,0,1,2,0,0,0,0.5999988000024,High
26,2,13,42,7,9,4,2,1,3,1,4,4,1,1,1,0,1,0,0.49999875000312505,High
19,0,-3,21,12,5,4,3,4,4,1,3,2,1,1,1,0,1,0,0.7499981250046875,Medium
22,0,18,42,4,4,1,5,1,5,0,5,1,0,1,2,0,1,0,4.999950000499995,High
20,2,35,0,8,3,3,1,5,4,1,1,5,0,1,4,0,0,0,0.3333322222259259,Medium
23,2,32,7,7,8,5,4,5,1,1,3,1,0,1,5,1,0,0,0.7999984000032001,Medium
19,4,30,0,11,7,2,2,1,4,1,3,3,1,0,5,0,0,0,0.9999950000249999,High
30,3,15,14,5,4,5,1,3,5,0,2,4,1,0,4,0,0,1,0.19999960000080003,High
29,2,1,49,12,4,1,4,1,5,1,3,2,0,0,3,0,1,0,3.9999600003999958,High
26,1,38,35,6,5,2,5,3,3,1,3,3,1,1,4,0,0,0,2.4999875000625,Medium
21,4,17,49,6,7,3,4,2,4,0,4,2,1,1,5,0,1,0,1.3333288889037036,Medium
18,2,28,7,7,9,5,4,1,2,1,1,5,1,1,4,0,0,1,0.7999984000032001,Low
19,3,34,49,8,2,4,2,3,2,1,2,3,1,1,4,0,1,0,0.49999875000312505,High
25,0,40,42,7,8,1,5,5,3,1,1,1,0,1,3,1,0,0,4.999950000499995,Low
22,0,1,42,11,8,2,4,3,2,1,4,1,0,0,2,1,0,0,1.9999900000499997,Low
23,2,20,21,9,3,2,5,3,5,0,3,4,1,1,1,0,0,1,2.4999875000625,High
24,3,3,0,11,2,1,2,4,2,1,1,5,0,1,3,0,0,1,1.9999800001999979,High
25,4,20,14,6,6,2,3,4,1,0,2,2,1,0,5,0,0,0,1.4999925000374998,Medium
21,1,42,42,8,2,3,3,4,1,1,1,2,1,1,5,0,0,0,0.9999966666777778,Low
30,4,9,21,10,9,3,3,4,2,0,3,2,0,1,2,0,0,0,0.9999966666777778,High
26,4,40,21,7,3,1,2,4,4,0,5,2,1,1,1,0,0,0,1.9999800001999979,High
18,0,5,21,10,5,3,4,1,5,0,2,5,0,0,1,0,0,0,1.3333288889037036,High
30,0,44,28,11,5,5,5,1,5,1,2,1,0,1,2,0,1,0,0.9999980000040001,Low
21,0,12,14,7,2,1,2,3,2,1,1,4,1,0,3,0,0,1,1.9999800001999979,Medium
28,3,25,49,5,0,1,5,3,1,1,3,5,0,0,3,0,0,1,4.999950000499995,Medium
23,0,13,0,4,0,2,5,3,5,1,1,1,1,1,4,0,1,0,2.4999875000625,Medium
19,4,14,42,4,7,2,5,2,3,1,5,5,1,0,3,0,0,1,2.4999875000625,High
19,2,22,42,9,3,3,2,4,2,1,4,4,1,0,2,0,1,0,0.6666644444518518,Medium
29,0,38,21,9,7,2,4,3,3,0,4,2,0,1,2,0,0,0,1.9999900000499997,Medium
